exp_id	timestamp	specialist	parent_exp	baseline_exp	domain	hypothesis	expected_delta	status	train_s	accuracy	acc_std	n_seeds	delta_vs_best	total_s	job_name	snapshot_path	notes
045	2026-04-28T15:22:01Z	opt	030	030	opt	Muon muon_lr=0.002 (was 0.024, disqualified at acc=0.948): 12× reduction to match SGD effective per-step magnitude (~0.00115); same 43ep triangular schedule + weight renorm. Tests whether properly-scaled Muon maintains 96% gate.	+0.3	disqualified		0.853480	0.001225	10		30.535100	cif-opt-0044		exp_043 showed muon_lr=0.024 drops acc from 0.9601 to 0.9482: per-step angular change ~2.4% (too large). SGD effective per-step conv lr = 9/7850 ≈ 0.00115. Muon update Frobenius ≈ muon_lr × sqrt(C_out). To match magnitude, need muon_lr ≈ 0.001-0.003. Trying 0.002. If accuracy passes gate (≥0.96), next step: reduce epochs toward 40 or tune muon_lr slightly higher for faster convergence per epoch.
046	2026-04-28T15:24:50Z	reg	030	030	reg	42 epochs + stochastic depth drop_path=0.05 on all 3 residual stages (main net only): per-sample rescaled drop of F(x0) residual during training; no change at eval. Saves ~0.5s vs exp_030 if accuracy gate holds.	-0.5	disqualified		0.958490	0.001356	10		25.401500	cif-reg-0045		exp_042 (42ep+WD=0.015) was disqualified by ~0.001. Stochastic depth is a well-validated regularizer for BN+ResNet-style models (Huang et al. 2016: 18% relative test-error improvement on CIFAR). Drop rate 0.05 applied to all 3 ConvGroup residual paths; proxy uses depth=2 so unaffected. Rescaling by 1/(1-p) ensures train/eval consistency. No extra sync or eval calls added.
047	2026-04-28T15:28:54Z	loss	030	030	loss	exp_041 base (43ep+lr=9+no-intermediate-evals) + PolyLoss ε=0.5: CE + 0.5*(1-p_t) on the 512 hard-masked examples. exp_041 was disqualified (barely below gate, likely noise at 0.9601 mean). PolyLoss adds upward gradient pressure on hard examples to recover the accuracy margin; if gate passes, train_s ≈ exp_030 − 280ms eval savings ≈ 24.95s.	-0.3	discard	25.318800	0.960100	0.000935	10	+0.092900	25.318800	cif-loss-0045		PolyLoss-1 applied only in main() training loop (not proxy). Gradient flows through p_t = outputs.float().softmax(-1).gather(y) — correct PolyLoss gradient adds -ε*p_t*(δ_jy - p_j) correction. No intermediate evals (val_acc=None throughout), only final TTA eval, same as exp_041. Hypothesis: the ε=0.5 accuracy boost compensates for exp_041's near-gate randomness.
048	2026-04-28T15:32:12Z	arch	030	030	arch	Block1 depth 3→2 with residual preserved: removes conv3+norm3 from block1 (128ch, 15×15 spatial) saving ~33M mults/step at the highest-spatial-FLOPs stage; all other blocks remain depth=3; exp_044 tried same for block2 (384ch, 7×7) but block1 hasn't been tried with residual variant.	-0.8	disqualified		0.957700	0.001105	10		24.654100	cif-arch-0046		Resets depth_block2 from disqualified exp_044 to default (depth=3 via absent key), adds depth_block1=2. ConvGroup already supports depth=2+residual from exp_044 code in workdir. Block1 at 15×15 has highest spatial resolution — removing conv3 saves more wall-clock than block3 (3×3 spatial, tried in exp_036) but less than block2 (7×7, tried in exp_044, disqualified). This is the only remaining depth-reduction variant not yet attempted with residual preservation.
049	2026-04-28T15:32:38Z	aug	030	030	aug	Proxy aug without cutout (cutout=0 in proxy, cutout=12 in main): proxy ranks intrinsic example difficulty rather than occlusion-induced difficulty, potentially improving mask quality; also skip final non-TTA val_acc eval (logging-only ~30ms overhead).	-0.05	disqualified		0.958770	0.000951	10		25.309200	cif-aug-0046		Aug domain is saturated for large wins. Direct time savings are sub-noise-floor (~40ms: 12ms proxy cutout removal + 30ms non-TTA eval skip). The speculative benefit is that proxy without cutout selects examples hard for the natural image distribution rather than hard-under-occlusion; if these masks lead to slightly higher main-model accuracy, future TTA=1 trials become viable. Main model aug unchanged: cutout=12, translate=4, flip=True, TTA=2.
050	2026-04-28T15:41:16Z	reg	030	030	reg	42 epochs + drop_path=0 + Lookahead terminal alpha 0.95^5→0.95^2 (0.774→0.9025): stronger late-training weight averaging to recover the ~0.001-0.002 accuracy gap from one fewer epoch vs exp_030	-0.6	disqualified		0.958480	0.001224	10		25.245900	cif-reg-0050		All prior 42ep attempts disqualified (exp_042 WD change, exp_046 drop_path). This trial removes drop_path and strengthens Lookahead smoothing by increasing terminal decay from 0.774 to 0.9025 (0.95**2 instead of 0.95**5). The Lookahead is the only averaging mechanism; stronger late-training EMA should improve generalization by ~0.001-0.002, potentially enough to pass the 42ep accuracy gate. eval-every-5-epochs speedup from exp_030 is retained.
051	2026-04-28T15:41:56Z	opt	030	030	opt	Remove Muon weight renormalization + muon_lr=0.002→0.024: renorm (p.data.mul_(sqrt(C_out)/p.norm()) forced per-step) dominated both prior Muon trials at wildly different lr values — reference airbench94_muon never renormalizes. Without renorm, lr controls the actual step size and matches reference energy scale.	0.0	disqualified		0.947630	0.001183	10		28.815800	cif-opt-0049		Root cause: with renorm active, Dirac-initialized weights start at norm ~sqrt(C_in) ≈ 5.7 for 128ch conv but renorm targets sqrt(C_out)=11.3 — first step amplifies weights 2x. This per-step norm forcing makes lr magnitude irrelevant (explains why 0.024 and 0.002 both failed similarly). Without renorm, Muon behaves like reference: orthogonalized Nesterov momentum at muon_lr=0.024 which is energy-equivalent to airbench94's 0.24 scaled by masked-batch ratio. 43ep+eval-every-5 preserved from exp_030 as safety.
052	2026-04-28T15:47:21Z	loss	030	030	loss	exp_030 base + label_smoothing 0.20→0.25 + remove all 9 intermediate evals: higher smoothing (stronger regularization) should maintain acc above 0.96 without the every-5-epoch eval calls, saving ~360ms vs exp_030 with a clean CE graph (no PolyLoss overhead).	-0.35	discard	25.779600	0.960090	0.000894	10	+0.553700	25.779600	cif-loss-0050		exp_041 (ls=0.20, no evals) was disqualified; exp_047 (PolyLoss ε=0.5 fixed acc but added compile graph overhead, discard at 25.318). Hypothesis: ls=0.25 improves generalization (+0.001-0.003 acc) without adding compute overhead, replacing the role that the 9 intermediate evals played. Clean CE graph should compile efficiently unlike exp_047's PolyLoss path.
053	2026-04-28T15:57:11Z	arch	030	030	arch	Block3 depth 3→2 with residual preserved: removes conv3+norm3 from block3 (512ch, 3×3 spatial) saving ~21M FLOPs/example in the widest stage. Residual=True added via new depth_block3 override in make_net — unlike exp_029 which used default residual=False. Proxy and blocks 1/2 unchanged.	-0.4	disqualified		0.959490	0.001155	10		24.566900	cif-arch-0052		exp_029 tried block3 depth=2 without residual (disqualified). This adds the same residual=True fix used in exp_044 (block2) and exp_048 (block1), neither of which passed the gate — block3 at 3x3 spatial may behave differently since spatial locality of the 3rd conv is less critical at that resolution. Added depth_b3/residual_b3 logic to make_net mirroring the depth_b1/depth_b2 pattern from later snapshots.
054	2026-04-28T16:01:08Z	opt	030	030	opt	42 epochs (−1) + cosine LR decay + lr 9→10: cosine schedule keeps LR higher than linear in the first half of the decay phase (~0.794 vs 0.700 at 30% through decay), providing more effective gradient signal to compensate for the 1-fewer-epoch deficit that caused all prior 42ep attempts to miss by ~0.001.	-0.6	disqualified		0.959350	0.001190	10		25.459100	cif-opt-0053		Cosine decay replaces linear decay after the 10% warmup phase. Warmup unchanged (0.2→1.0 over first 10% of steps). Cosine is higher than linear for the first 50% of decay and lower for the last 50% — the first half is where most learning happens, the second half is refinement. lr=10 (+11%) provides a small additional accuracy boost. Together these two changes aim to recover the ~0.001 accuracy that 42ep was missing (exp_042 missed by ~0.001 at same lr=9 with WD change).
055	2026-04-28T16:01:50Z	aug	030	030	aug	Mixup (α=0.2, lam~U[0.5,1.0]) applied to hard-example batch after proxy mask: mixes two hard examples per step, creating harder intermediate training signal. No epoch/lr change from exp_030. Expected: marginal accuracy boost (~+0.1–0.2%) providing headroom for 42-epoch follow-up.	+0.1	preflight_crash				0			cif-aug-0054		Structurally novel in aug domain — all prior aug attempts changed size/type of augmentation not the loss formulation. Mixup + label_smoothing=0.2 may over-regularize; if disqualified (acc drops), that is the key finding. If discard (passes at same time), next step is 42 epochs + mixup. | AssertionError: Unrecognized key: mixup_alpha (airbench96.py:199 in __init__)
056	2026-04-28T16:04:54Z	reg	030	030	reg	42 epochs + WD 0.012→0.010 + restore Lookahead alpha 0.9025→0.7738 (exp_030 original): WD tuned for 45ep, reduce for 42ep to compensate lower regularization dose; exp_050's stronger Lookahead failed, reverting to proven alpha.	-0.6	disqualified		0.958990	0.001149	10		24.751200	cif-reg-0053		All 42ep attempts disqualified by ~0.001. Untried: lower WD (faster convergence per epoch) + original Lookahead alpha. WD*epochs: 0.010*42=0.42 vs 0.012*43=0.516 — less total regularization, matching shorter schedule. If it passes gate, saves ~0.5-0.6s vs exp_030.
057	2026-04-28T16:09:55Z	loss	030	030	loss	exp_030 base (43ep+ls=0.20+every-5-epoch-evals) → 42ep + PolyLoss ε=0.5: one fewer epoch saves ~0.59s; PolyLoss CE+0.5*(1-p_t) provides +acc margin to compensate. exp_047 showed PolyLoss ε=0.5 at 43ep passes acc gate; 42ep saves ~0.59s so net expected ≈ 24.7s.	-0.5	disqualified		0.959780	0.001626	10		25.278400	cif-loss-0053		42 epochs + PolyLoss ε=0.5 in main() training loop only (proxy stays as CE). Every-5-epoch intermediate evals kept from exp_030. PolyLoss adds softmax+gather per step (~0.09s overhead at 43ep; proportionally less at 42ep). Risk: 42ep may not hit acc≥0.96 even with PolyLoss boost.
058	2026-04-28T16:12:59Z	aug	030	030	aug	Mixup (lam~U[0.5,1.0]) on hard-example batch post proxy-mask: mixes pairs of hard examples per step. Fix for exp_055 preflight_crash (added mixup_alpha to loader's allowed-key set). No epoch/lr change from exp_030; purpose is measuring accuracy headroom for a 42-epoch follow-up.	+0.1	disqualified		0.952610	0.001504	10		25.666700	cif-aug-0056		exp_055 preflight_crash was InfiniteCifarLoader assertion rejecting mixup_alpha key. Fixed by adding mixup_alpha to allowed list. Mixup adds ~200ms overhead vs exp_030.
059	2026-04-28T16:13:32Z	arch	030	030	arch	Block2 wider+shallower: width 384→448 (+17%) with depth 3→2 (residual=True). exp_044 (384ch depth=2 residual) was disqualified — accuracy gap ~0.05-0.1%. Widening channels compensates capacity loss while still saving ~20% block2 FLOPs (one fewer 448×448×3×3@8×8 conv). Block3 conv1 is slightly costlier (448→512 vs 384→512) but net should be ~15% fewer total FLOPs → ~2-3s faster.	-2.0	preflight_crash				0			cif-arch-0057		All prior single-block depth reductions disqualified. Width compensation is the unexplored dimension: 448ch might recover the accuracy lost by dropping depth=3→2 for block2 while still saving meaningful FLOPs. Proxy unchanged at {32,64,64} depth=2. | TypeError: ConvGroup.__init__() got an unexpected keyword argument 'residual' (airbench96.py:420 in make_net)
060	2026-04-28T16:18:06Z	opt	030	030	opt	42 epochs (−1 from exp_030) + lr 9→11 (linear decay unchanged): exp_008 confirmed lr=11 works at 44ep; same kilostep-normalized effective step now applied 2 fewer epochs, saving ~0.56s if gate passes.	-0.56	disqualified		0.959560	0.001172	10		25.165000	cif-opt-0057		All prior 42ep attempts used either cosine decay (exp_054) or WD/reg changes (exp_042, 046, 050). This is the first 42ep+linear+lr=11 attempt from exp_030 base. exp_008 shows lr=11 passes the gate at 44ep with the same linear decay; hypothesis is that the same lr at 42ep retains enough accuracy margin. Eval-every-5-epochs schedule from exp_030 is preserved.
061	2026-04-28T16:21:36Z	loss	030	030	loss	42ep + PolyLoss ε=1.0 (lr=9): exp_057 (ε=0.5) was disqualified at acc=0.9598 (0.0002 below gate); stronger ε=1.0 should push ~+0.001 accuracy to clear threshold while still saving ~0.5s vs best 43ep.	-0.5	disqualified		0.959160	0.000978	10		25.200400	cif-loss-0058		42ep + PolyLoss ε=1.0 vs exp_057 ε=0.5 (acc=0.9598, disqualified by 0.0002). exp_025 tried ε=1.0 at lr=11 (disqualified) but lr=9 is gentler. Every-5-epoch evals kept.
062	2026-04-28T16:25:55Z	arch	030	030	arch	Block2 wider+shallower: width 384→448 (+17%) with depth 3→2 (residual=True). exp_044 (384ch depth=2 residual) was disqualified — accuracy gap ~0.05-0.1%. Widening channels compensates capacity loss while still saving ~20% block2 FLOPs (one fewer 448×448×3×3@8×8 conv). Block3 conv1 slightly costlier (448→512 vs 384→512) but net ~15% fewer total FLOPs → ~2-3s faster.	-2.0	disqualified		0.959090	0.001016	10		25.398600	cif-arch-0060		Fixed preflight crash: added residual kwarg to ConvGroup (exp_030 snapshot lacked it). Proxy unchanged at {32,64,64} depth=2 with default residual=False.
063	2026-04-28T16:27:49Z	reg	030	030	reg	42 epochs + WD=0.012 + shadow EMA (decay=0.9965/step, half-life≈4 epochs): per-step FP32 EMA of model weights, loaded only at final TTA eval. Lookahead copies back (fast averaging) but shadow EMA maintains a separate slower trajectory average that should recover the ~0.001 accuracy gap killing 42-epoch runs.	-0.6	disqualified		0.956840	0.001431	10		25.911600	cif-reg-0060		WD restored to 0.012 (exp_030 base). Shadow EMA overhead: ~180ms total (2016 steps × ~90μs) = well within noise floor. Expected: shadow EMA smooths end-of-training oscillations, providing +0.001 accuracy lift over plain 42-epoch Lookahead to clear the 96% gate. Net saving vs best: ~0.6s (42 vs 43 epochs) - 0.18s (EMA overhead) ≈ 0.42s.
064	2026-04-28T16:29:16Z	opt	030	030	opt	42ep + lr=11 + label_smoothing 0.20→0.22: exp_060 scored 0.9596 (0.0004 below gate); slight ls increase targets the tiny accuracy gap without adding epochs.	-0.56	disqualified		0.959340	0.001090	10		24.993500	cif-opt-0061		exp_060 (42ep+lr=11+ls=0.20) got acc=0.9596, only 0.0004 below gate. exp_052 showed ls=0.25 passes gate at 43ep. A moderate bump to ls=0.22 at 42ep+lr=11 should close the ~0.0004 gap. Same eval-every-5-epochs schedule from exp_030.
065	2026-04-28T16:36:25Z	aug	030	030	aug	Skip ALL 10 intermediate val_acc evaluate() calls from exp_030 (every-5-epoch schedule + final-step eval): pure logging overhead with zero training effect. Saves 10 × ~40ms ≈ 400ms vs exp_030.	-0.4	disqualified		0.959270	0.001163	10		25.307500	cif-aug-0063		Rebased clean from exp_030 snapshot (no mixup code). Only change: `val_acc = None` unconditionally inside the epoch-boundary block, removing the `if epoch % 5 == 0 or current_steps == total_train_steps: val_acc = evaluate(...)` condition. Per-epoch sync (torch.cuda.synchronize + elapsed_time) and train_acc/train_loss .item() calls preserved. Final TTA eval untouched. exp_041 (loss specialist) tried this exact change and was disqualified — but exp_030 true mean is ~96.003% and std_of_mean ≈ 0.046%, giving ~47% noise-induced disqualification probability at the gate. This trial tests whether the disqualification was noise or real accuracy drop.
066	2026-04-28T16:42:10Z	opt	030	030	opt	42ep + lr=11 + momentum=0.85→0.90 + ls=0.20: momentum unexplored across all prior opt trials; kilostep normalization preserves gradient scale but reduces effective WD ~30%, targeting the 0.0004 accuracy gap that blocked all 42ep attempts (exp_060 acc=0.9596)	-0.6	disqualified		0.959260	0.000715	10		24.865900	cif-opt-0065		kilostep_scale=1024*(1+1/(1-momentum)): at 0.90 scale=11264 vs 0.85 scale=7851. Same hyp lr/wd values but smaller PyTorch step size and WD. Higher gradient smoothing from larger momentum buffer may help final convergence at 42ep.
067	2026-04-28T16:45:25Z	arch	030	030	arch	Proxy model widths {32,64,64}→{16,32,32}: proxy runs for all 43 epochs generating hard-example masks, halving channel dims saves ~66% proxy FLOPs (~2-3% total) with negligible mask-quality loss since the proxy only needs to rank examples by difficulty.	-0.5	disqualified		0.957270	0.001075	10		25.324100	cif-arch-0066		Rebased to exp_030 (clean 43ep, eval-every-5 base). Only change: proxy widths halved. Main model unchanged at {128,384,512} depth=3. Proxy still trains (backward every 4th step) so mask quality preserved. FLOPs estimate: proxy {32,64,64} ≈ 39M FLOPs/sample, {16,32,32} ≈ 13M FLOPs/sample (34% of original). All 2064 proxy forward passes get cheaper. Accuracy risk: low — proxy only needs to identify hard examples approximately.
068	2026-04-28T16:49:00Z	loss	030	030	loss	batch_size_masked 512→448 (−12.5% per-step main-model compute): trains on the 448 hardest examples per batch instead of 512, saving ~12.5% of main-model forward+backward FLOPs per step. 448×16/64/256 are all multiples of 128 (GPU tensor-core aligned → linear scaling). No new compile-graph nodes. Pure CE ls=0.20, 43ep base (exp_030).	-2.5	disqualified		0.957730	0.001390	10		24.820100	cif-loss-0066		batch_size_masked reduced from 512 to 448 (7/8 ratio). This reduces the number of hard examples in each training step by 12.5%. The proxy mask still selects 448 hardest out of 1024 (via argsort). Main model forward+backward on 448 examples instead of 512. No change to loss function form (pure CE sum), no change to compile graph structure. Gradient sum is 448/512=87.5% of before (gentle effective-lr reduction). All other exp_030 settings unchanged: 43ep, lr=9, ls=0.20, every-5-epoch evals. Risk: lower gradient magnitude may reduce convergence at 43ep, disqualifying on accuracy. Reward: ~2.5s saving if accuracy holds.
069	2026-04-28T16:50:15Z	reg	030	030	reg	42 epochs + SWA uniform average of last 5 epoch snapshots (epochs 37-41): replaces failed shadow EMA (exp_063) with structurally different weight averaging; SWA finds wider flat minima that EMA misses, targeting +0.001-0.002 accuracy to clear the 0.96 gate 1 epoch faster	-0.6	disqualified		0.958830	0.000622	10		25.281000	cif-reg-0066		Shadow EMA (exp_063, decay=0.9965) failed at 42ep. SWA differs structurally: uniform average of 5 epoch-boundary snapshots vs. exponentially-weighted running average. LR at epoch 37 is ~13% of peak, decaying to 0 by epoch 41, so snapshots span a real trajectory. Overhead: 5×weight_copy + final load = negligible. Removes the per-step EMA overhead from exp_063 (2016 steps × lerp kernel × state_dict iteration). If passes gate: beats exp_030 by ~0.6s.
070	2026-04-28T16:54:16Z	opt	030	030	opt	42ep + lr=11 + warmup fraction 10%→5% (peak LR in ~2 epochs vs ~4): exp_060 (42ep+lr=11+warmup=10%) missed gate by 0.0004 (acc=0.9596); halving warmup gives more high-lr training steps, targeting that gap while saving ~0.6s vs exp_030.	-0.6	keep	25.146400	0.960080	0.000529	10	-0.079500	25.146400	cif-opt-0068	snapshots/070_opt	warmup_steps = int(total_train_steps * 0.05) in both get_lr() functions (proxy + main). All other hyp params same as exp_030 except train_epochs 43→42 and lr 9→11. No momentum/wd/ls changes.
071	2026-04-28T16:55:10Z	aug	030	070	aug	Reduce proxy training from 43→10 epochs, cycle masks over main training steps: proxy is a small model (32/64/64 widths depth=2) that trains for the full 43 epochs generating 2107 masks — cutting it to 10 epochs (490 masks) and cycling them saves proxy compute while augmentation diversity is maintained by the main data loader's per-epoch crops/flips.	-1.0	disqualified		0.952830	0.001471	10		24.065200	cif-aug-0068		proxy_train_epochs=10. Masks from 10 proxy epochs cycle ~4.3x over 2107 main steps. Data augmentation (crops, flips) changes per epoch so diversity is maintained even with repeated mask patterns. If proxy takes ~1.5s for 43 epochs, saving 33/43 epochs ≈ 1.15s. Risk: less-adapted hard-example selection may slightly reduce accuracy.
072	2026-04-28T16:59:34Z	loss	068	070	loss	batch_size_masked=448 + PolyLoss ε=2.0: exp_068 (448, CE) gave acc=0.9577 (−0.0026 vs gate). PolyLoss ε=2.0 should recover ~+0.003-0.004 accuracy. Speed benefit: ~2.5s from 12.5% less per-step main compute minus ~0.45s PolyLoss compile overhead = net ~2.0s saving at 43ep.	-2.0	disqualified		0.957730	0.001063	10		24.185100	cif-loss-0070		exp_068 showed batch_size_masked=448 saves compute but drops accuracy by -0.0026. PolyLoss ε=2.0 applied only in main loop (proxy stays pure CE). exp_047 showed PolyLoss ε=0.5 boosts accuracy ~+0.001-0.002 at 43ep; ε=2.0 should give larger boost (~+0.003). If accuracy passes 0.96, the combined train_s ≈ 25.226 - 2.5 + 0.45 = 23.2s. Every-5-epoch evals retained from exp_030 base.
073	2026-04-28T17:03:38Z	arch	030	070	arch	Proxy training shortened 43→20 epochs with mask cycling: proxy generates 960 masks (itertools.cycle to 2064 main steps), saving ~53% of proxy compute (~0.6–0.8s wallclock).	-0.7	disqualified		0.955500	0.000685	10		24.223300	cif-arch-0071		All single-block width/depth reductions have been disqualified. Proxy shortening is the last untried arch axis: proxy converges well before epoch 43, so masks from epochs 1-20 cycled for main training steps 961-2064 should preserve hard-example mining quality. proxy_hyp passes train_epochs=20.0 to train_proxy; main training is unchanged at 43 epochs.
074	2026-04-28T17:05:37Z	reg	030	070	reg	42ep + SWA (uniform avg of epochs 37-41) + BN running-stat recompute after SWA load: exp_069 was disqualified because SWA parameters don't match stale BN running_mean/running_var; one forward pass through training data in train() mode fixes the mismatch. Expected ~+0.002-0.003 accuracy vs exp_069 + ~0.6s faster than 43ep baseline.	-0.5	disqualified		0.954490	0.001243	10		31.609800	cif-reg-0072		Root cause of exp_069 failure: SWA loads averaged weight parameters (dtype=half) but leaves BN buffers (running_mean, running_var) as they were after single-checkpoint training. model.eval() then uses stale running stats that don't correspond to the averaged weights, causing accuracy drop. Fix: after SWA weight loading, set model.train() and run one epoch of training-data forward passes (48 batches at 1024 bs) to reset BN stats. Data already on GPU from training, so overhead is ~one forward-only epoch (~0.07s). With correct BN stats, SWA should recover accuracy to 0.960+ and 42ep saves ~0.6s vs 43ep baseline.
075	2026-04-28T17:12:56Z	loss	070	070	loss	41ep + ls=0.15 on exp_070 base (42ep+lr=11+warmup=5%): sharper targets via ls 0.20→0.15 may compensate for -1 epoch accuracy drop, targeting ~24.5s train_s if gate passes.	-0.6	disqualified		0.959250	0.001101	10		24.568000	cif-loss-0074		exp_070 barely passes gate at 42ep+lr=11+warmup=5%+ls=0.20. Lower ls=0.15 gives sharper gradient signal (less label noise), potentially recovering the ~0.001 accuracy drop from losing one epoch. Airbench94 uses ls=0.1 with strong aug; at 41ep the regularization from aug (cutout=12, translate=4) should still be sufficient. If acc stays ≥ 0.96, saves ~1 epoch ≈ 0.6s wallclock.
076	2026-04-28T17:14:02Z	aug	070	070	aug	Reduce proxy training from 42→25 epochs (proxy_train_epochs=25): generates 1225 masks cycled 1.68× over 2058 main steps. exp_071 failed at 10 epochs (4.3× cycling); 25 epochs should provide much higher-quality masks while saving ~40% of proxy compute. Main training unchanged at 42ep+lr=11+warmup=5%.	-0.7	disqualified		0.956110	0.000803	10		24.259200	cif-aug-0074		Proxy model (32/64/64, depth=2) runs for 25 instead of 42 epochs before cycling masks. At 25 epochs the small proxy should have learned to identify hard examples well (vs 10-epoch proxy in exp_071 which failed gate). Cycling 1.68× is mild. Estimated savings depend on proxy fraction of total time (~5-15% of train_s).
077	2026-04-28T17:16:51Z	opt	070	070	opt	41ep + lr=12: exp_070 (42ep+lr=11+warmup=5%) barely passes gate; lr=12 (+9%) × 41ep (−2.4% steps) gives ~6.5% more total gradient area under triangular LR curve, targeting equivalent or better convergence in one fewer epoch to save ~0.55s	-0.55	disqualified		0.959620	0.001259	10		24.822100	cif-opt-0075		Triangular LR schedule integral: lr×total_steps×0.525 ≈ 12×1968×0.525=12,387 vs 11×2016×0.525=11,642 for exp_070 — so proposed recipe has ~6.5% more total gradient while saving 1 epoch of compute. warmup=5% unchanged from exp_070.
078	2026-04-28T17:22:35Z	arch	070	070	arch	Replace proxy model with self-paced loss caching: eliminate model_proxy compile+training entirely; main model's own per-example losses (cached from each step) drive hard-example selection via argsort. Saves proxy torch.compile warmup (~5-15s per seed) + proxy training time (~1-2s). Self-paced approach: initial random selection (example_losses initialized ~U[0,1]), then converges to hard-example mining as main model accumulates losses.	-4.0	preflight_crash				0			cif-arch-0078		Key mechanism: proxy compilation was inside t_train0..t_train1 window (first forward pass triggers JIT compile), so removing it directly reduces train_s. All single-block width/depth changes and proxy-degradation changes have been disqualified; this is structurally different - replaces proxy with main model's own per-example loss history. Risk: proxy quality matters for 96% gate; self-paced approach may generate weaker masks during early epochs. | RuntimeError: Index put requires the source and destination dtypes match, got Float for the destination and Half for the source. (airbench96.py:625 in main)
079	2026-04-28T17:26:09Z	loss	070	070	loss	42ep + annealed label smoothing 0.30→0.10 (avg=0.20, same as baseline): redistributes regularization budget — heavier early for exploration, sharper gradients late for accuracy push. Proxy loss stays fixed at 0.20.	-0.3	disqualified		0.959190	0.000927	10		25.146100	cif-loss-0078		Average smoothing = (0.30+0.10)/2 = 0.20 identical to baseline flat schedule. Main model loss uses F.cross_entropy with step-dependent ls; proxy loss_fn stays fixed at ls=0.20 for consistent mask ranking. If accuracy improves at 42ep, next step: try 41ep.
080	2026-04-28T17:27:12Z	opt	070	070	opt	41ep + lr=12 + warmup 5%→2.5%: exp_077 (41ep+lr=12+warmup=5%) got acc=0.9596 (same miss as exp_060). exp_060→exp_070 recovered the gate by halving warmup 10%→5%; same fix applied here: 5%→2.5% targets the identical +0.0004 accuracy gap	-0.55	disqualified		0.959490	0.001010	10		24.442200	cif-opt-0078		Direct analogy: exp_060 (warmup=10%) → exp_070 (warmup=5%) fixed acc=0.9596→0.96+ at 42ep+lr=11. Same pattern: exp_077 (warmup=5%) → this trial (warmup=2.5%) at 41ep+lr=12. Shorter warmup keeps LR higher earlier in decay phase, squeezing out the missing 0.0004 accuracy.
081	2026-04-28T17:29:50Z	arch	070	070	arch	Replace proxy model with self-paced loss caching (fix float16→float32 cast): eliminate model_proxy compile+training; main model's per-example losses drive hard-example selection.	-4.0	disqualified		0.944430	0.001192	10		21.700600	cif-arch-0079		Fixes dtype mismatch from exp_078 preflight crash: per_ex_loss.detach().float() before storing in float32 example_losses cache.
082	2026-04-28T17:35:13Z	reg	070	070	reg	41 epochs + Lookahead every-3-steps (vs every-5): 67% more Lookahead updates in the warmdown phase (~656 vs 393 at 41ep), providing stronger weight averaging when alpha is high (0.5–0.77). Saves ~0.6s vs exp_070 (42ep) if accuracy gate holds at ≥0.96.	-0.6	disqualified		0.959280	0.001492	10		24.845100	cif-reg-0080		Previous EMA/SWA attempts failed because Lookahead already IS the recipe's EMA (modifies both params and BN buffers via state_dict). All other reg levers tried. Lookahead frequency is the one untried reg axis: every-3-steps vs every-5-steps adds 263 extra high-alpha averaging steps in the final 10 epochs without measurable compute overhead. 41ep saves ~0.6s; the extra Lookahead steps target the +0.002 accuracy headroom needed to keep the gate at 41ep.
083	2026-04-28T17:39:26Z	arch	070	070	arch	Proxy compile mode max-autotune→reduce-overhead: exp_081 showed proxy costs ~3.45s total (21.7s without proxy vs 25.15s with). Most of that cost is torch.compile max-autotune warmup. Switching to reduce-overhead cuts proxy compile time while keeping same proxy training quality and mask generation.	-2.0	disqualified		0.959490	0.001189	10		25.481800	cif-arch-0082		exp_081 (no proxy at all) got total_s=21.7s at acc=0.9444 - confirmed proxy dominates ~3.45s of train_s overhead but is essential for 96% gate. The overhead is mostly compile (max-autotune is slow). reduce-overhead mode compiles much faster with minimal per-step slowdown for the small proxy model ({32,64,64} depth=2).
084	2026-04-28T17:39:58Z	aug	070	070	aug	41ep + progressive cutout removal: train with cutout=12 for epochs 1-36, then cutout=0 for final 5 epochs (37-41). The cutout-free late phase lets the model sharpen decision boundaries without masking, recovering the ~0.2% accuracy gap that plain 41ep recipes fail to bridge, while saving ~0.6s vs the 42ep best.	-0.65	disqualified		0.958080	0.000892	10		25.141500	cif-aug-0082		Progressive cutout schedule via dynamic aug dict modification: at epoch=36 boundary in main() loop, train_loader.aug['cutout'] is set to 0. The InfiniteCifarLoader reads self.aug['cutout'] at each epoch start, so this takes effect for loader epoch 37 onward. Proxy trains normally for all 41 epochs with cutout=12 (proxy uses hyp['aug'] directly and completes before the main loop modifies the dict). Masks are consumed via iter() (no cycle needed since proxy and main have identical train_epochs=41).
085	2026-04-28T17:40:36Z	loss	070	070	loss	41ep + Poly-1 loss ε=1.0 on exp_070 base (lr=11, warmup=5%): PolyLoss adds ε*(1-p_t) to CE, sharpening gradient signal on hard examples; prior PolyLoss trials were at lr=9—first clean test at lr=11 where the extra per-step signal may bridge the 1-epoch accuracy gap.	-0.60	disqualified		0.959040	0.000994	10		25.213500	cif-loss-0082		PolyLoss (ICLR 2022) with ε=1.0 applied only to main model loss; proxy keeps standard CE for mask generation. pt computed in float32 to avoid fp16 precision issues. 41ep saves ~0.6s vs exp_070 (42ep). exp_075 (41ep+ls=0.15) was disqualified; PolyLoss should provide stronger per-step convergence signal than label smoothing reduction alone.
