exp_id	timestamp	specialist	parent_exp	baseline_exp	domain	hypothesis	expected_delta	status	core_metric	val_bpb	delta_vs_best	train_s	total_s	job_name	snapshot_path	notes
055	2026-04-28T23:03:21Z	sys	025	025	sys	Fix FA3 regression (NANOCHAT_DISABLE_REMOTE_FA3 setdefault=1) + add EMA weight averaging (decay=0.9999) during warmdown phase (~17.7K of 27.3K steps). Final CORE metric is evaluated with EMA weights instead of last-step weights; EMA averages across ~10K steps of the convergence trajectory, which SWA/checkpoint-averaging literature shows improves generalization by 1-3%.	+0.005	discard	0.053400	0.783423	-0.170700	4696.915490	4696.915490	nc-sys-0053		exp_025 had NANOCHAT_DISABLE_REMOTE_FA3=1 (setdefault, disabled). Between exp_025 and now the sys workdir accumulated NANOCHAT_DISABLE_REMOTE_FA3=0 (forced FA3 enabled), which caused exp_046 and exp_051 to score ~0.200-0.204 instead of ~0.224. This fixes that regression first. On top, EMA tracking starts at warmdown_start (~step 9546 of 27274), accumulates with decay=0.9999 (~10K effective window), and the final CORE eval temporarily loads EMA weights. Training dynamics are unchanged — EMA is pure eval-time improvement. EMA overhead: ~450MB extra GPU VRAM (one fp32 model copy) + O(N_params) lerp per warmdown step — negligible. Web search confirms EMA/SWA gives +1-3% for LLM pretraining with warmdown schedules.
056	2026-04-28T23:04:30Z	data	025	025	data	Double best-fit buffer_size from 1000→2000 (unsorted) on exp_025 base (window=L, ratio=130): 2× more candidate docs reduces crop-and-discard from ~35%→~33%, giving the model marginally more unique token exposure per step. Prior sorted-buffer experiments (exp_038, exp_043) changed BOTH buffer size AND sort order—this isolates the pure size effect with the original unsorted O(n) scan. Also reverts exp_050's shard shuffle to clean exp_025 state.	+0.002	discard	0.199000	0.780900	-0.025100	4943.438319	4943.438319	nc-data-0053		buffer_size 1000→2000 in tokenizing_distributed_data_loader_with_state_bos_bestfit default. Buffer stays unsorted (arrival-order FIFO), same O(n) linear scan for best-fit. CPU overhead: ~2x per scan × 27K steps ≈ +2 min negligible. Exp_038 (sorted, buffer=10000) was -0.035; exp_043 (sorted numpy, buffer=4000) was -0.020; both hurt because sorted ordering changed batch composition. This change avoids that by keeping insertion order. Expected: small positive from tighter packing or neutral.
057	2026-04-29T00:10:57Z	sched	025	025	sched	Replace cosine WD decay (0.28→0) with constant Muon weight decay throughout training on exp_025 base (window=L, ratio=130, 0.2241): with warmdown_ratio=0.65, WD was collapsing to near-zero for 65% of training steps, double-shrinking effective regularization alongside LR annealing. Constant WD=weight_decay_scaled maintains consistent Muon regularization through the full warmdown.	+0.005	discard	0.187300	0.808000	-0.036800	4765.199627	4765.199627	nc-sche-0053		Single change: get_weight_decay returns weight_decay_scaled (constant) instead of weight_decay_scaled * 0.5 * (1 + cos(pi * it / num_iterations)). At ratio=130 and d12, weight_decay_scaled ≈ 0.28 (D_REF = target_tokens for d12, B = B_REF). Current cosine schedule hits ~0.14 at midtraining and 0 at end. With 65% warmdown the WD was in near-zero territory for most of the annealing phase. Constant WD maintains 0.28 regularization throughout, which should reduce overfitting during the long warmdown. Rebased to exp_025 (final-lr-frac=0.05, linear warmdown, ratio=130).
058	2026-04-29T00:14:09Z	arch	025	025	arch	Increase logit softcap from 15→30 on exp_025 base (window=L, ratio=130, sequential block): model has QK-norm which already stabilizes training, so softcap=15 is overly constraining at high training ratios; Gemma 2 uses 30 for final logits; wider cap lets the model express more confident predictions after 27K steps.	+0.005	discard	0.203200	0.783765	-0.020900	4653.468124	4653.468124	nc-arch-0055		Gemma 3 (2025) replaced softcap entirely with QK-norm; nanochat issue #362 proposes same; current model already has QK-norm so softcap=15 may be redundant/constraining. Going with 30 (Gemma-2 logit cap) rather than full removal for safety. Single line change: softcap = 15 → 30 in GPT.forward(). Rebased from exp_053 (discard) back to exp_025 via rebase_to.
059	2026-04-29T00:17:45Z	opt	025	025	opt	Reduce --weight-decay from 0.28 to 0.10 on clean exp_025 base (window=L, ratio=130): literature (Moonlight 5.7T, Practical Efficiency of Muon arXiv:2505.02222 3.7B) uses WD=0.1–0.027 for Muon matrix params; our 0.28 is 3-10x higher. Muon's polar-express orthogonalization already provides implicit regularization; excessive WD may be over-constraining matrix norms.	+0.005	discard	0.214700	0.779558	-0.009400	4694.650868	4694.650868	nc-opt-0055		All prior opt trials discarded. This is the first WD reduction attempt (all prior trials touched LR/NS-steps/beta2/equilibration). At ratio=130 (~27K steps), the cosine WD schedule decays weight_decay_scaled from peak to 0; reducing peak from 0.28→0.10 should halve average regularization and let matrix params grow to more expressive norms. WD=0.10 matches Moonlight's reported value. AdamW group WDs (lm_head=0.01, embedding=0.001, etc.) are hardcoded and unchanged.
060	2026-04-29T00:31:24Z	data	025	025	data	Recycle cropped document tails back into the buffer (with BOS prepended) instead of discarding them, eliminating the ~35% token waste from the original crop-and-discard packing on exp_025 base (window=L, ratio=130, 0.2241).	+0.005	discard	0.198500	0.789763	-0.025600	4684.121059	4684.121059	nc-data-0057		When a document is cropped to fill the tail of a row, the remainder (doc[remaining:]) is prepended with BOS and appended to the buffer as a new entry. This maintains the BOS-at-doc-start invariant (every buffer entry starts with BOS, so every row still starts with BOS) while recovering the ~35% of raw document tokens previously discarded. Buffer net size is unchanged per crop event (one doc removed, one tail added). The recycled fragments are short documents that fit easily in future rows' best-fit search, gradually draining to near-zero waste. Motivation: at ratio=130 the training is multi-epoch; recycled tails give the model access to the endings of documents it previously only saw the beginnings of, improving per-epoch data diversity without changing compute budget.
061	2026-04-29T01:06:39Z	sys	025	025	sys	Add SWA (Stochastic Weight Averaging) over last 5% of training steps (~1364 steps at LR 5-12% of peak), swapped in only at final CORE eval. Also force-set NANOCHAT_DISABLE_REMOTE_FA3=1 (was setdefault, risking environment-env override). Parent: exp_025 (sched, CORE=0.2241).	+0.002	discard	0.212000	0.783463	-0.012100	4665.056154	4665.056154	nc-sys-0057		SWA averages last 1364 checkpoints (steps ~25910-27273) using incremental Welford mean. All are in low-LR regime (LR 5-12% of peak), avoiding the EMA disaster (exp_055) which averaged across 17728 steps spanning high-LR warmdown. SWA backup/restore ensures checkpoint saves live weights. Intermediate CORE evals (every 2000 steps) still use live weights.
062	2026-04-29T01:32:42Z	sched	025	025	sched	Remove Muon momentum warmdown (keep 0.97 constant during LR warmdown instead of decaying 0.97→0.90) on exp_025 base (window=L, ratio=130, cosine WD). LR warmdown already cools the optimizer; double-cooling via momentum decay may over-suppress Muon during the 65% warmdown phase.	+0.005	discard	0.209800	0.783814	-0.014300	4669.700159	4669.700159	nc-sche-0058		Also restores cosine WD decay (undoing exp_057's constant-WD change that was left in workdir). Two changes vs current workdir state: (1) get_weight_decay reverted to cosine decay, (2) get_muon_momentum warmdown phase removed (0.97 stays constant instead of decaying to 0.90). Net change vs exp_025: only the momentum schedule in the warmdown phase.
063	2026-04-29T01:41:36Z	arch	025	025	arch	Change --head-dim from 128→64, doubling n_head from 6→12 (n_kv_head also 6→12): pure flag change, parameter-neutral (all QKV/O projections stay 768×768). Standard GPT-2-small uses 12×64 heads; current 6×128 is non-standard for 768-dim. More heads → more diverse attention patterns per layer; smaller head-dim → each head learns more focused/specialized representations.	+0.005	discard	0.217900	0.783043	-0.006200	4849.706866	4849.706866	nc-arch-0060		"Rebase to exp_025 first (arch workdir had stale softcap=30 from exp_058). Only edit: TRAIN_ARGS ""--head-dim"" ""128""→""64"". No vendor code changes. With head_dim=64: n_head=model_dim//head_dim=768//64=12; n_kv_head=12 (set equal in build_model_meta). All assertion checks pass (768%12=0). RoPE now uses 32 freq pairs instead of 64 per head — fine for seq_len=2048 with base=100000. ve_gate output grows from 6→12 values (trivial). GPT-2 small standard is 12h×64d; literature notes smaller head-dim models prefer more heads for expressiveness at this scale."
064	2026-04-29T01:46:19Z	opt	025	025	opt	Raise AdamW beta1 from 0.8→0.9 for lm_head, embedding, and value_embeds groups (keep beta2 unchanged). Aligns with Muon paper (arXiv:2502.16982) and KellerJordan repo recommendation; at ratio=130 (~27K steps) higher beta1 gives smoother gradient estimates for the critical vocab-prediction and input-embedding params.	+0.002	discard	0.204000	0.783921	-0.020100	4863.104184	4863.104184	nc-opt-0060		Only change vs exp_025: gpt.py param_groups lm_head betas (0.8,0.96)→(0.9,0.96), embedding betas (0.8,0.995)→(0.9,0.995), value_embeds betas (0.8,0.995)→(0.9,0.995). Muon groups unchanged. No TRAIN_ARGS changes. Rebased cleanly to exp_025 snapshot before edit.
065	2026-04-29T02:55:33Z	sched	025	025	sched	Lower --final-lr-frac from 0.05→0.02 on clean exp_025 base (window=L, ratio=130, 0.2241): exp_052 showed higher floor (0.10) was -0.009 worse, indicating lower floor should be better. LR ends at 2% of peak instead of 5%, giving more aggressive final convergence during the 65%-of-training warmdown phase.	+0.005	discard	0.209700	0.781928	-0.014400	4680.469749	4680.469749	nc-sche-0063		Single flag change: --final-lr-frac 0.05→0.02. Rebased to exp_025 clean baseline (undoes exp_062 momentum change). Directional signal from exp_052 (0.10 floor = -0.009 vs 0.05 baseline) suggests lower floor is better. At ratio=130, warmdown spans ~17.5K of 27K steps; at the very end LR drops to 2% instead of 5% of peak. No code changes to vendor files — pure experiment.py flag change.
066	2026-04-29T03:01:10Z	sys	025	025	sys	Enable FP8 tensorwise matmuls (--fp8=True) from clean exp_025 base (window=L, ratio=130, BF16 baseline 0.2241), with compile-safe fix: val_bpb eval now uses orig_model (uncompiled) inside disable_fp8 instead of the compiled model, avoiding torch.compile guard invalidation and recompilation storms that caused all 3 prior FP8 preflight crashes (exp_039-041). FP8 adds ~20% matmul speedup on GPU and quantization noise that may act as regularization at ratio=130.	-0.005	discard	0.205700	0.786487	-0.018400	5173.062251	5173.062251	nc-sys-0062		Root cause of prior FP8 crashes: disable_fp8(model) context swapped Float8Linear modules in the underlying model object shared by both orig_model and the compiled wrapper. When evaluate_bpb then called the compiled model, torch.compile detected the module structure change via its guards and triggered full recompilation. With 109 val_bpb evals each causing 2 recompiles (BF16 then FP8), the total overhead was catastrophic. Fix: use orig_model (uncompiled) for all evals inside disable_fp8 — the compiled model is never called with wrong module state, so its guards always pass. Also removed SWA code from exp_061 discard which was degrading performance from 0.2241 to 0.212.
067	2026-04-29T03:10:32Z	arch	025	025	arch	Increase RoPE base theta from 100000 to 500000 (Llama-3 style) on exp_025 base (window=L, ratio=130, head_dim=128). With theta=100K and head_dim=128 the mid-frequency channels (k≈32) have rotational period ≈ 2π√100K ≈ 1987 tokens, nearly equal to seq_len=2048, creating positional aliasing across the full sequence. Raising to 500K pushes that period to ≈ 4443 tokens, giving every position a unique encoding across all frequency bands. Zero-parameter, zero-compute-cost change.	+0.004	discard	0.199200	0.783109	-0.024900	4681.638085	4681.638085	nc-arch-0065		Single-line change: base=100000 → base=500000 in GPT._precompute_rotary_embeddings. No TRAIN_ARGS changes, no vendor changes beyond gpt.py. Motivated by (1) explicit TODO comment in source, (2) Llama-3 theta=500K design, (3) period-aliasing analysis showing middle-freq channels wrap within seq_len at theta=100K. All prior arch experiments discarded; this is the clearest zero-cost unexplored knob.
068	2026-04-29T03:19:07Z	opt	025	025	opt	Clean test of NorMuon beta2 0.9→0.95 on rebased exp_025 (window=L, ratio=130): exp_045 (0.2024) was confounded by accumulated exp_033+037+049 state (ns_steps=7 etc.) not a clean base. NorMuon's norm-preserving renormalization means beta2 only redistributes update energy across neurons without changing total magnitude, so no LR compensation needed. NorMuon paper recommends beta2=0.95 for smoother per-neuron variance estimates.	+0.002	discard	0.220700	0.783594	-0.003400	4695.577824	4695.577824	nc-opt-0065		Single change vs clean exp_025: gpt.py setup_optimizer Muon groups beta2=0.9→0.95. Explicitly rebased to exp_025 first (was on exp_064 state with beta1=0.9 changes). The nanochat NorMuon step computes final_scale = step_size * (v_norm/v_norm_new) which preserves Frobenius norm regardless of beta2 value, so this is purely a per-neuron distribution change, not a step-size change. Prior clean opt trials (054=0.2158, 059=0.2147, 064=0.2040) all from explicit rebases; exp_045 (0.2024) was NOT cleanly rebased.
069	2026-04-29T03:46:17Z	data	025	025	data	Staggered shard assignment for DDP ranks (train only): rank j reads shards j, j+W, j+2W, … fully instead of all ranks sharing the same shard with row-group striding. Every gradient step now draws from 8 different corpus shards simultaneously, giving 8× more within-batch shard diversity vs. the original all-ranks-same-shard scheme. Val loader unchanged (original row-group striding on the single val shard).	+0.003	discard	0.212000	0.783624	-0.012100	4806.265055	4806.265055	nc-data-0061		Rebased clean to exp_025. Only change is _document_batches() in dataloader.py: train split uses pq_idx += ddp_world_size (file stride) + rg_idx += 1 (all rows in file); val split keeps original pq_idx+=1 + rg_idx+=ddp_world_size. Total data per rank is identical to original; only the pairing changes. With ~170 downloaded shards and ratio=130 (~1.4 corpus epochs), each step previously drew all 8-rank micro-batches from ONE shard. Now each step draws from shards {rank, rank+8, …} across 8 corpus sections.
070	2026-04-29T04:18:15Z	sched	025	025	sched	Lower Muon momentum warmdown endpoint from 0.90→0.85 in get_muon_momentum: same 0.97→X linear decay over warmdown phase but ending at 0.85 instead of 0.90. exp_062 proved momentum warmdown helps (+0.014 vs flat); lower endpoint reduces optimizer inertia during final cooldown for better convergence to local optimum.	+0.005	discard	0.201800	0.783749	-0.022300	4678.450017	4678.450017	nc-sche-0066		Single-line change: `0.97 * (1 - progress) + 0.90 * progress` → `0.97 * (1 - progress) + 0.85 * progress`. Rebased cleanly to exp_025 (undoes exp_065 final-lr-frac=0.02 change). All other params identical to exp_025: window=L, ratio=130, warmup=40, warmdown-ratio=0.65, final-lr-frac=0.05. Momentum warmup (0.85→0.97) unchanged. WD cosine decay unchanged.
071	2026-04-29T04:33:29Z	sys	025	025	sys	Add gradient clipping (max_norm=1.0) to base_train.py on clean exp_025 base (BF16, window=L, ratio=130): standard LLM pretraining practice (GPT-2/3, PaLM, LLaMA) that was completely absent from the training loop — clips combined gradient L2 norm before optimizer.step() to prevent AdamW parameter spikes.	+0.003	discard	0.212000	0.783628	-0.012100	4738.747107	4738.747107	nc-sys-0068		Rebased to exp_025 (clean BF16, ratio=130, 0.2241 baseline). Single change: clip_grad_norm_(orig_model.parameters(), 1.0) added before optimizer.step() in both the scaler (fp16) and no-scaler (bf16) code paths. Muon's NS step already normalises matrix update direction so clipping mainly guards the AdamW groups (embeddings, lm_head, value_embeds, scalars) against gradient spikes. No other changes to recipe, architecture, or schedule.
072	2026-04-29T04:42:16Z	arch	025	025	arch	Add learnable RMSNorm scale (γ weight, init=1.0) to all 4 layer-norm sites: pre-attn (ln1) and pre-MLP (ln2) in each of 12 blocks, plus embedding norm (ln_emb) and final norm (ln_f). Currently the model uses bare RMSNorm with no learnable scale — unusual vs all modern LLMs (Llama, Mistral, Gemma). The γ weights add expressiveness: per-dimension magnitude control after normalization, complementing resid_lambdas (per-layer scalar) with per-feature tuning. Norm params routed to AdamW (not Muon — Muon requires 2D matrices). ~26K new params (<0.03% of 110M). QK-norm in attention keeps bare norm() — scale there is redundant with c_q/c_k projection weights.	+0.005	discard	0.211400	0.782584	-0.012700	4777.928463	4777.928463	nc-arch-0069		Rebased to exp_025 clean baseline. All 8 edits to gpt.py: RMSNorm class, Block.ln1/ln2, GPT.ln_emb/ln_f, setup_optimizer norm param routing, init_weights ones_ init, estimate_flops norm exclusion, num_scaling_params norm inclusion, forward norm calls updated. No TRAIN_ARGS changes.
073	2026-04-29T04:54:10Z	opt	025	025	opt	Reduce --matrix-lr from 0.02 to 0.016 (-20%) on clean exp_025 base (window=L, ratio=130, 0.2241). exp_054 tested the UP direction (0.025, -0.0083 worse) but the DOWN direction is unexplored. At ratio=130 (~27K steps with 65% warmdown = 17.7K decay steps), a more conservative Muon base LR may reduce overshooting during the long warmdown phase. Pure flag change, no vendor edits.	-0.003	discard	0.211900	0.782066	-0.012200	4678.608010	4678.608010	nc-opt-0069		All tried opt directions on exp_025 have been discards. exp_054 showed higher matrix-lr (0.025) hurts by -0.0083. This tests the symmetric lower direction (0.016) which has not been explored. If the optimizer is symmetric around 0.02, expect ~-0.004. If 0.02 is above optimum for ratio=130's long warmdown, could see a small gain. Rebased cleanly to exp_025 (beta2=0.9, ns_steps=5, no other vendor changes).
074	2026-04-29T05:30:06Z	data	025	025	data	Clean ratio 130→140 (+7.7% training tokens) from a rebased exp_025 baseline. All prior ratio=140 trials (exp_035: 0.2208) ran from dirty workdirs with accumulated code changes; this is the first clean data-domain test of more tokens on top of the best known config.	+0.005	discard	0.215300	0.782409	-0.008800	5062.828987	5062.828987	nc-data-0070		Rebased cleanly to exp_025 (undoes exp_069 staggered-shard changes in dataloader.py). Only edit: TRAIN_ARGS '--target-param-data-ratio' '130'→'140'. No vendor code changes. Research confirms best-fit BOS-aligned packing already optimal (Amazon Science: best-fit packing +15-17% vs concatenation). Estimated wall ~84 min (6 min buffer vs 90-min cap). The 7.7% token increase continues the improvement trend: ratio=100→130 gave +0.0212 delta.
075	2026-04-29T05:41:32Z	sched	025	025	sched	Couple WD decay to LR warmdown: hold WD constant at peak during warmup+stable phase, then cosine 1→0 only during the warmdown period. Vs current cosine-over-all-training which halves WD by step 35% of training (warmdown start). Stronger regularization during high-LR stable phase; same final WD=0.	+0.003	discard	0.206500	0.787543	-0.017600	4673.302210	4673.302210	nc-sche-0071		Single function change: get_weight_decay in base_train.py. Current: weight_decay_scaled * 0.5 * (1 + cos(pi*it/num_iterations)) → decays from step 0. New: constant at weight_decay_scaled until warmdown_start = (1-warmdown_ratio)*num_iterations, then cosine to 0 over warmdown. At ratio=130 (~27K steps, warmdown_ratio=0.65): stable phase runs ~9506 steps where WD is now 0.28 vs decaying 0.28→0.183 under old schedule. Evidence: exp_057 (constant WD=0.28 throughout)=-0.037 shows WD must go to zero; this variant still does. exp_025 (cosine over all)=0.2241 baseline. LR-coupled WD decay is principled: regularization most needed when LR is highest (stable phase), least needed during convergence (warmdown).
076	2026-04-29T06:10:37Z	sys	025	025	sys	Remove BF16 cast before Polar Express in muon_step_fused: FP32 param gradients were being quantized to BF16 (7 mantissa bits) before orthogonalization and the subsequent weight update. Keeping everything in FP32 gives more accurate Muon updates. Overhead is <0.5% of step time.	+0.003	discard	0.210700	0.783538	-0.013400	4714.488556	4714.488556	nc-sys-0073		Rebased cleanly to exp_025. Single change: muon_step_fused optim.py line 117 — `X = g.bfloat16() if COMPUTE_DTYPE == torch.bfloat16 else g` → `X = g.float()`. In our setup, linear-layer gradients accumulate in FP32 (autograd casts BF16 matmul grad back to FP32 when accumulating into FP32 param.grad). The original bf16 cast before Polar Express discarded 16 mantissa bits of precision, biasing the orthogonalized update direction and all downstream variance-reduction/weight-update steps. With g staying FP32, lr/wd scalars also stay FP32 (lr_t.to(g.dtype)), making the full optimizer update numerically cleaner. The Polar Express matmuls on GPU run via TF32 so overhead vs BF16 is ~2× for those small stacked-param matmuls (<0.5% of total step wall time at d12 scale).
077	2026-04-29T06:11:44Z	arch	025	025	arch	Change --head-dim from 128→96 on exp_025 base (window=L, ratio=130): n_head=8 (768/96), max attention logit 1.44×√96≈14.1 just below softcap=15 (minimal compression vs baseline 16.3>15). Unexplored sweet spot between head-dim=64/12heads (exp_063, 0.2179) and head-dim=128/6heads (baseline, 0.2241).	-0.003	discard	0.196100	0.782849	-0.028000	4799.154250	4799.154250	nc-arch-0073		Pure flag change: --head-dim 128→96. With aspect-ratio=64 and depth=12, base_dim=768; model_dim=((768+96-1)//96)*96=768 (unchanged). n_head=768//96=8, n_kv_head=8 (no GQA, fully determined by build_model_meta). QK vectors have L2=√96, so max logit=1.44*√96≈14.1 — just below softcap=15. exp_063 (64-dim, 12 heads) gave 0.2179 (-0.006); 96-dim (8 heads) interpolates between the two. Monotone head-count trend would predict ~0.2220 for 8 heads. Rebased cleanly to exp_025 (undoes exp_072 learnable-RMSNorm changes).
078	2026-04-29T06:21:11Z	opt	025	025	opt	Reduce NorMuon beta2 from 0.9 → 0.80 on clean exp_025 base (window=L, ratio=130): exp_068 showed 0.90 > 0.95 (slower-adapting hurt by -0.0034), so trying the opposite direction — faster variance adaptation. Lower beta2 means per-neuron step-size normalization converges in ~5 steps vs ~10, reducing early-training bias in the second moment estimate.	+0.003	discard	0.203400	0.783488	-0.020700	4804.546028	4804.546028	nc-opt-0074		Single-file change: gpt.py setup_optimizer Muon groups beta2=0.9→0.80. Rebased cleanly to exp_025 (matrix-lr=0.02, ratio=130, BF16). Motivation: exp_068 (beta2=0.95) was closest opt trial to baseline at -0.0034; the 0.90>0.95 ordering suggests more-adaptive second moment is better, not worse. 0.80 pushes further in that direction — tighter effective window (~5 steps), faster convergence of variance normalization. Risk: more step-size noise across batches during steady state.
079	2026-04-29T16:15:03Z	opt	025	025	opt	Move ve_gate weights from Muon to AdamW (lr=0.2, matching smear_gate): ve_gate.weight (6×12, 432 params total across 6 layers) was inadvertently swept into matrix_params via list(self.transformer.h.parameters()), getting Muon's polar-express orthogonalization — inappropriate for tiny gating matrices. AdamW gives per-element adaptivity better suited to learning near-zero sigmoid gates; effective LR rises from ~0.028 (Muon) to 0.2 (AdamW), enabling faster gate adaptation. Consistent with smear_gate treatment.	+0.004	discard	0.200900	0.783397	-0.023200	4824.754179	4824.754179	nc-opt-0079		Rebased cleanly to exp_025 (beta2=0.9, matrix-lr=0.02, ratio=130, window=L). Single change: in setup_optimizer(), extract ve_gate params from matrix_params using id-based filtering, add dedicated AdamW group with lr=0.2, betas=(0.8,0.95), eps=1e-10, wd=0.0. Updated assert to include ve_gate_params. No changes to optimizer mechanics, schedule, or architecture.
080	2026-04-29T16:15:13Z	sched	025	025	sched	Increase --warmdown-ratio from 0.65→0.70 on exp_025 base (window=L, ratio=130, 0.2241): exp_042 showed reducing warmdown to 0.40 was very harmful (-0.022), meaning the decay phase is critical. Testing the unexplored opposite direction: 5% more warmdown (17,727→19,091 steps) for more gradual LR decay, at the cost of ~1,364 fewer stable peak-LR steps. Total compute unchanged (ratio=130 fixed).	+0.002	discard	0.220300	0.783430	-0.003800	4839.540017	4839.540017	nc-sche-0079		Pure flag change: --warmdown-ratio 0.65→0.70. Warmdown starts at step ~8,182 (30% of ~27,272) instead of 9,546 (35%). All other args unchanged from exp_025. The long warmdown has been the most critical schedule feature; extending it slightly tests if we are still on the improving side of the warmdown-ratio curve or past it.
081	2026-04-29T16:21:00Z	data	025	025	data	Halve best-fit buffer_size from 1000→500 on clean exp_025 base (window=L, ratio=130): exp_056 (buffer=2000) hurt badly (−0.025), suggesting larger buffers create excessive length-clustering that harms gradient diversity. Smaller buffer preserves more temporal data locality and reduces O(n) Python scan overhead per position fill.	+0.003	discard	0.201900	0.784464	-0.022200	4826.076254	4826.076254	nc-data-0079		Clean rebase to exp_025. Single change: buffer_size default 1000→500 in tokenizing_distributed_data_loader_with_state_bos_bestfit. Tested pattern: buffer=2000 (exp_056) scored 0.1990 (−0.025 vs 0.2241 baseline), buffer=4000+sort (exp_043) scored 0.2041. Only direction not tested: buffer &lt; 1000. If larger=worse, smaller might be better. Buffer=500 still provides 500 docs (~128K tokens of choices at avg 256 tok/doc) for adequate packing quality while reducing length-cluster correlation.
082	2026-04-29T16:23:44Z	arch	025	025	arch	Peri-LN: add post-norm to each sublayer output in Block.forward — x = x + norm(f(norm(x))) instead of x = x + f(norm(x)). Zero new parameters, bounds each block's residual contribution. Used in Gemma-3 (arXiv:2502.02732).	+0.005	discard	0.210300	0.784613	-0.013800	4846.078840	4846.078840	nc-arch-0079		Peri-LN (Peripheral Layer Normalization) adds a post-norm after each attention and MLP sublayer output before the residual addition. Pre-LN is current (x = x + f(norm(x))). Peri-LN is x = x + norm(f(norm(x))). The paper (arXiv 2502.02732) shows it balances variance and stabilizes gradients vs pure Pre-LN. Gemma-3 uses this. Zero new params — F.rms_norm is parameter-free in this codebase. Change is 2 lines in Block.forward only.
083	2026-04-29T16:26:22Z	sys	025	025	sys	Switch torch.compile mode from default to 'max-autotune' on clean exp_025 base (window=L, ratio=130, BF16, 0.2241): enables Triton GEMM autotuning per unique matmul shape + CUDA graphs to eliminate CPU kernel-launch overhead. On d12 scale (small model, 110M params), launch overhead is a larger fraction of step time, so CUDA graphs give proportionally larger speedup (~10-20%). Faster steps = same wall budget with same token count, but different kernel fusion paths produce marginally different BF16 accumulation order.	+0.001	discard	0.204700	0.783496	-0.019400	4921.036578	4921.036578	nc-sys-0079		Single-line change: base_train.py compile call adds mode='max-autotune'. All other sys/arch/opt/sched config identical to exp_025. Prior sys experiments have exhausted FP8, FA3, SWA, EMA, gradient clipping, BF16-cast removal — all were discards. This is the one remaining unexplored sys axis. Expected delta is near noise floor (±0.005); submitting to close out the compile-mode angle.
084	2026-04-29T17:46:58Z	opt	025	025	opt	Raise value_embeds LR from 0.5× to 1.0× embedding_lr (0.15→0.30): value embeddings are large (~150M params) ResFormer residuals whose early gradients are suppressed by near-zero ve_gate init, causing systematic under-adaptation vs wte at the same embedding_lr. Removing the 0.5× haircut gives them equal LR budget to wte.	+0.003	discard	0.220400	0.785181	-0.003700	4758.059896	4758.059896	nc-opt-0083		Single-line change in gpt.py setup_optimizer: value_embeds lr multiplier 0.5→1.0. No arch/schedule changes. Pure optimizer param-group tuning. Baseline exp_025 (0.2241). Other opt directions exhausted; value_embeds LR was the one unexplored adaptive-rate knob.
085	2026-04-29T17:50:19Z	sched	025	025	sched	Fix absolute warmdown duration at ~17.7K steps while adding 7.7% more tokens: ratio=140 + warmdown-ratio=0.60 keeps warmdown steps nearly identical to exp_025 (17,624 vs 17,728) while adding 2,203 more stable high-LR training steps (+23%). Hypothesis: exp_074's ratio=140/0.65 hurt because 1.5K extra steps went into extended near-zero-LR annealing, not useful learning. Same absolute warmdown + more stable training should match or beat 0.2241.	+0.005	discard	0.215300	0.782642	-0.008800	5154.608346	5154.608346	nc-sche-0082		Absolute warmdown math: ratio=130/0.65 = 17,728 warmdown steps; ratio=140/0.60 = 17,624 warmdown steps. Stable phase: 9,506 → 11,709 (+23%). Wall time ~84 min (ratio scales linearly for d12 at fixed B_REF). All other args unchanged from exp_025 clean baseline.
086	2026-04-29T17:50:26Z	data	025	025	data	ISO-compute seq-len halving: --max-seq-len 2048→1024, --device-batch-size 32→64. Tokens/step stays 64×1024×8=524,288 (2^19), num_iters and total training tokens unchanged (~27K steps, ~14.3B tokens). Activation memory identical (B×T per device same). Shorter sequences expose the model to more distinct document starts per batch and reduce cross-document cropping confusion.	-0.005	discard	0.205000	0.790813	-0.019100	4532.747223	4532.747223	nc-data-0084		All data experiments from exp_025 have been discards. This is the one clean untried axis in the data domain: context-length distribution. With T=1024, many more ClimbMix documents fit fully (no cropping), each batch sees more diverse document starts (64 seqs vs 32), and the effective crop rate for short documents drops. Downside: long-range dependencies >1024 tokens are never trained. Iso-compute: same total_batch_size (auto=2^19), same num_iterations, same wall time estimate (~78 min). No vendor code changes — pure experiment.py flag edit on clean exp_025 rebase.
087	2026-04-29T17:57:18Z	arch	025	025	arch	Extend value embeddings (ResFormer-style) from alternating 6/12 layers to ALL 12 layers: adds VE tables to layers 0,2,4,6,8,10. VE params excluded from scaling_params so training tokens unchanged. ResFormer paper shows quality increases with more VE coverage; later layers benefit most but full coverage generalises the signal.	+0.005	discard	0.193400	0.779725	-0.030700	4935.089861	4935.089861	nc-arch-0084		Single-line change: has_ve() returns True unconditionally instead of layer_idx%2==(n_layer-1)%2. Rebased cleanly to exp_025. Adds 6 more VE embedding tables (each 32768×768 BF16=50MB) + 6 tiny ve_gate Linear(12,6) weights to the formerly-skipped even-indexed layers. No change to transformer_matrices or lm_head params, so target_tokens = scaling_params × 130 is unchanged. Per-step time increases ~5-8% from additional embedding lookups.
