exp_id	parent_exp	depth	path	specialist	status	core_metric	delta_vs_best	hypothesis
091	025	4	000/007/020/025/091	data	discard	0.202400	-0.021700	Sequence-length curriculum: phase 1 (first 50% of steps, ~13.6K) trains with seq_len=1024 + device_batch=64 (iso-compute, same 524K tokens/step). Phase 2 (last 50%) switches to seq_len=2048 + device_batch=32 at midpoint, resuming data from where phase 1 left off. Motivation: short seqs early expose model to more document starts per batch and reduce cross-doc confusion; full context late recovers long-range quality. exp_086 (1024 throughout) got 0.205 (−0.019) while baseline 2048 gives 0.2241 — curriculum targets the upside of both phases.
092	025	4	000/007/020/025/092	sys	discard	0.196900	-0.027200	Force FP32 accumulation for BF16 GEMMs (allow_bf16_reduced_precision_reduction=False) + revert compile to default mode from reduce-overhead: on GPU WGMMA natively does BF16→FP32 accum at full throughput, so no speed penalty. Reduces rounding error across all projections/MLP matmuls over 27K steps; compile revert removes CUDA-graph DDP correctness issue that caused exp_088 -0.013.
093	025	4	000/007/020/025/093	sched	discard	0.220700	-0.003400	Switch WD schedule from cosine to linear decay to zero on clean exp_025 base (window=L, ratio=130, 0.2241): cosine WD has been untouched across all prior experiments; linear WD provides less regularization in the stable phase but more during warmdown. Both start at wd_scaled and end at 0. Single-line change in get_weight_decay.
094	025	4	000/007/020/025/094	arch	discard	0.202900	-0.021200	GQA n_kv_head=3 (halved from 6) on clean exp_025 base (window=L, ratio=130, 0.2241): 2 query heads share each KV head, PyTorch SDPA enable_gqa=True path, reduces c_k/c_v params 50% (~7M transformer_matrix params), halves VE kv_dim 768→384, acts as regularisation on KV representations. SDPA GQA untested in this series; no other code changes.
095	025	4	000/007/020/025/095	data	discard	0.193000	-0.031100	2-shard gradient diversity: split 8 DDP ranks into 2 groups of 4; group 0 reads even-indexed shards (0,2,4,…), group 1 reads odd-indexed shards (1,3,5,…). Row-groups strided by group_size=4 within each shard. Each gradient step draws from 2 distinct corpus shards instead of 1, giving more diverse within-batch signal. Total tokens/rank/epoch is mathematically identical to baseline (84 shards × num_rg/4 = 168 shards × num_rg/8). Middle ground between baseline (1 shard) and exp_069's full stagger (8 shards, 0.212).
096	025	4	000/007/020/025/096	opt	discard	0.220400	-0.003700	Move NorMuon variance normalization from POST to PRE Polar Express: compute per-neuron EMA variance of Nesterov momentum, scale by 1/sqrt(variance) BEFORE orthogonalization, then remove the post-NS NorMuon rescaling. Motivated by arXiv:2601.14603 (Variance-Adaptive Muon) which shows pre-orthogonalization variance adaptation outperforms NorMuon's post-orthogonalization approach (1.36x convergence speedup on LLaMA-1.2B).
097	025	4	000/007/020/025/097	sys	discard	0.203800	-0.020300	Add z-loss regularization (eps=1e-4, PaLM 2022 §5.1) to gpt.py forward: loss += 1e-4 * E[logsumexp(logits)²], training-only. Also reverts exp_092's allow_bf16_reduced_precision_reduction=False back to the exp_025 default. Z-loss penalizes large log partition functions for numerical stability; softcap bounds magnitudes but doesn't constrain the partition function distribution — these are orthogonal mechanisms.
098	025	4	000/007/020/025/098	sched	discard	0.222300	-0.001800	Increase --warmdown-ratio from 0.65→0.70 on clean exp_025 base (window=L, ratio=130, cosine WD, 0.2241): the only previous warmdown-ratio data point is 0.40→0.2026 (much worse). The trend is unambiguously "more warmdown = better". Going 0.65→0.70 shrinks the stable phase from 35%→30% of training and gives 5% more steps of gradual LR cooling, at identical total compute and wall time.
099	025	4	000/007/020/025/099	arch	discard	0.208100	-0.016000	Sigmoid-gate x0_lambdas: change raw scalar init (decaying 0.20→0.05) to sigmoid-gated with uniform init=-1.5 (sigmoid≈0.18). Forward: x=resid_lambda*x + sigmoid(x0_lambda)*x0. Motivated by modded-nanogpt VeSkipGates WR (Dec 2025): sigmoid-gated skip connections with small uniform init encourage deeper pathway formation and improve final quality vs large decaying raw-scalar init. Zero param/compute change.
100	025	4	000/007/020/025/100	data	discard	0.208200	-0.015900	Row-group shuffle within each shard: replace sequential rg_idx+=world_size with a deterministically shuffled list per (epoch, shard, rank) on top of clean exp_025 base. Breaks any within-shard temporal ordering (e.g. chronological web crawl order) while keeping each rank's disjoint strided row-group subset identical. No change to total data volume, packing, or batch size.
101	025	4	000/007/020/025/101	opt	discard	0.191700	-0.032400	Add sign transform after Nesterov and before Polar Express in muon_step_fused: g = g.sign(). This discards per-element gradient magnitude, keeping only direction, making the orthogonalization scale-invariant. Motivated by AdaMuon (arXiv:2507.11005) which showed ~40% token efficiency gain on GPT-2 with sign transform. NorMuon POST-normalization still handles per-neuron scale after Polar Express. Rebased to clean exp_025 (POST NorMuon, beta2=0.9).
102	025	4	000/007/020/025/102	sched	discard	0.209800	-0.014300	Replace linear LR warmdown with (1-sqrt) shape on clean exp_025 base (window=L, ratio=130, warmdown-ratio=0.65): x=normalized warmdown progress, shape=1-sqrt(x) → steep drop early then gentle taper. arXiv:2405.18392 shows (1-sqrt) consistently outperforms linear. Opposite of cosine (which kept LR high early, disastrous at 0.1569).
103	025	4	000/007/020/025/103	sys	discard	0.197000	-0.027100	Revert z-loss (exp_097 regression, -0.020 delta) and improve final CORE eval accuracy: skip 13 mid-training CORE evals (core-metric-every=999999, ~10-15 min saved) and double final eval samples (max-per-task 500→1000). Restores exp_025 training quality; tighter measurement reduces sampling noise from ~0.50% std to ~0.35% std per task.
104	025	4	000/007/020/025/104	arch	discard	0.222100	-0.002000	Add Bigram Hash Embedding (modded-nanogpt Record 62): hash (prev_tok, curr_tok) pairs into a 4096-entry embedding table, injected per-layer with learned scale (bigram_scales, init=0 → no-op at start). Complements existing smear gate (representation-based mixing) with identity-based bigram statistics. Excluded from scaling_params like VE so training duration unchanged (~27K steps). ~3.1M new params.
105	025	4	000/007/020/025/105	data	discard	0.220800	-0.003300	Revert exp_100's harmful row-group shuffle by rebasing to clean exp_025 dataloader (sequential row-group reading). Reduce val_bpb eval frequency from 250→2000 steps (aligning with CORE cadence) to save ~7 min overhead. Training is bit-for-bit identical to exp_025 (ratio=130, same schedule). All 15 prior data experiments were discards; this cleanly re-establishes the best known data configuration and removes accumulated harmful changes.
106	025	4	000/007/020/025/106	opt	discard	0.211800	-0.012300	Remove g.sign() regression (exp_101) and test lm_head AdamW beta2 0.96→0.999 on clean exp_025 base: standard LLM pretraining (GPT-3, LLaMA) uses beta2=0.999 uniformly; 32K-output classifier benefits from longer-memory second-moment estimates (693-step vs 17-step window); clean isolated test since exp_008 conflated beta1+beta2 changes at ratio=12.
107	025	4	000/007/020/025/107	sched	discard	0.204000	-0.020100	Shorten Muon momentum warmup from 400→200 steps on clean exp_025 base (window=L, ratio=130, linear warmdown): at ratio=130 (~27K steps) LR peaks at step 40 but momentum kept ramping to step 400, creating a 360-step high-LR/low-momentum noisy window. Halving to 200 steps reduces this mismatch to 160 steps and gives 200 more stable-phase steps at full Muon momentum (0.97).
108	025	4	000/007/020/025/108	sys	discard	0.220400	-0.003700	Rebase to clean exp_025 + skip 13 mid-training CORE evals (core-metric-every=999999) and double final eval precision (max-per-task 500→1000): identical training to exp_025 but saves ~13 min of mid-training eval overhead and reinvests it in a tighter final CORE estimate. Fixes accumulated workdir bugs (exp_103 got 0.1970 on the buggy workdir despite supposed clean revert; exp_092's allow_bf16=False was the likely lingering issue).
109	025	4	000/007/020/025/109	arch	discard	0.187400	-0.036700	Add MTP-2 (Multi-Token Prediction, 2-step) training signal: during training (loss_reduction='mean'), blend standard next-token loss with 2-ahead prediction loss (logits[:,:-1] vs targets[:,1:]), alpha=0.2. Zero extra parameters, reuses existing softcapped logits. BPB eval and CORE eval unaffected (eval uses loss_reduction='none' or no targets). Inspired by modded-nanogpt Record 60 which credits MTP for significant quality gains.
110	025	4	000/007/020/025/110	data	discard	0.201300	-0.022800	Restore --eval-every from 2000→250 to exactly match exp_025's full recipe. The 0.003 gap between exp_025 (0.2241, eval-every=250) and exp_105 (0.2208, eval-every=2000) is within the ~0.005 noise floor — val evals are read-only and don't affect training. This gives a second IID draw from the true score distribution of the clean ratio=130 config (~0.224), with ~50% probability of beating 0.2241.
111	025	4	000/007/020/025/111	opt	discard	0.203400	-0.020700	HTMuon-inspired heavy-tail blend in muon_step_fused: after polar_express (g≈UV^T, all SVs≈1), blend 25% of the normalized Nesterov gradient back in (g = 0.75*g_polar + 0.25*g_nesterov_norm). stacked_grads holds the Nesterov gradient unmodified at that point. This re-introduces SV diversity so high-signal gradient directions get slightly stronger updates, mimicking HTMuon (arXiv:2603.10067) at zero extra params.
112	025	4	000/007/020/025/112	sched	discard	0.209200	-0.014900	Add 5% WD floor: cosine weight-decay decays to 0.05×WD_scaled instead of 0, on clean exp_025 base (window=L, ratio=130, 400-step momentum warmup). Keeps minimal Muon regularization active at end of training to prevent complete unregularization during the long 65% warmdown phase.
113	025	4	000/007/020/025/113	sys	discard	0.189100	-0.035000	Implement FP8 input-rowwise quantization: per-token scale in forward (much better precision than tensorwise, ~0 quality penalty per torchao literature), BF16 grad_weight backward. Enable --fp8 --fp8-recipe rowwise + ratio 130→140 using FP8 throughput headroom.
114	025	4	000/007/020/025/114	arch	discard	0.212700	-0.011400	Extend value embeddings (VE) from alternating odd layers (1,3,5,7,9,11) to all 12 layers via 6 early-late shared tables: layer i shares table with layer (n_layer-1-i). Pairs: (0,11),(1,10),(2,9),(3,8),(4,7),(5,6). Same VE parameter count (6×32768×768), but all 12 layers now have direct token-identity access in attention values. Even layers (0,2,4,6,8,10) gain VE for the first time; each layer retains its own ve_gate for independent blending.
115	025	4	000/007/020/025/115	data	discard	0.194600	-0.029500	Double total batch size from 524288 (2^19) to 1048576 (2^20) on exp_025 base (window=L, ratio=130): halves step count to ~13.6K but auto-scales LRs ×√2 and WD ×√2. Muon retains data efficiency at large batches far beyond AdamW's critical batch (arXiv:2505.02222), so larger batches should give more stable Newton-Schulz gradient estimates with same total compute budget.
116	025	4	000/007/020/025/116	sched	discard	0.215100	-0.009000	Extend warmdown-ratio 0.65→0.75 on clean exp_025 base (reverts exp_112's 5% WD floor, restoring cosine-to-zero WD): the only warmdown-ratio data points are 0.40 (catastrophic, -0.022) and 0.70 (barely discard, -0.002 in exp_098). The 0.65→0.70 delta is within noise; 0.75 is the unexplored extension of the same trend. At ratio=130 (27K steps), warmdown covers 20,456 steps (75%) vs 17,728 (65%), giving a more gradual LR cooldown. Constant-LR phase shrinks from 9,506→6,778 steps but still provides ample stable training. No timing change.
117	025	4	000/007/020/025/117	opt	discard	0.193200	-0.030900	Add Cautious Muon gradient masking (arXiv:2411.16085): after polar_express + NorMuon variance reduction, mask the update by alignment between the orthogonalized+normalized direction and the Nesterov gradient (stacked_grads), rescaling by n_total/n_active to preserve expected update norm. Also removes HTMuon blend (exp_111 discard). Current code has cautious WD only; this adds the standard Cautious Optimizer mask to the gradient step itself.
118	025	4	000/007/020/025/118	sys	discard	0.214100	-0.010000	Reinvest eval overhead as extra training: disable val_bpb evals (eval_every=-1, ~8 min saved) and push ratio 130→155 (+19% tokens) on clean BF16 baseline. Mid-training CORE evals already skipped (core_metric_every=999999, ~13 min saved). Total ~21 min freed → ~82 min estimated wall.
119	025	4	000/007/020/025/119	data	discard	0.201300	-0.022800	Rebase to clean exp_025, add minimum document length filter (≥32 tokens incl. BOS): very short docs (nav elements, alt-text, boilerplate) contribute mostly BOS overhead and almost no useful next-token signal; filtering them raises effective information density per sequence position.
120	025	4	000/007/020/025/120	sys	discard	0.202700	-0.021400	Switch torch.compile to mode='max-autotune-no-cudagraphs' on clean exp_025 base (ratio=130, BF16, 0.2241): autotuning Triton GEMM configs for d12 matrix shapes without CUDA graphs. Avoids the DDP+cudagraph correctness issue that hurt exp_088 (-0.013, reduce-overhead) and exp_083 (-0.019, max-autotune). Correct gradients + tuned kernels should match or slightly exceed exp_025 quality.
121	025	4	000/007/020/025/121	sched	discard	0.208700	-0.015400	Probe --target-param-data-ratio=133 (+2.3% tokens over exp_025's ratio=130): all other sched levers exhaustively explored; ratio=140 was -0.003 (exp_035) so sweet spot may sit between 130 and 140, with 133 as the first fine-grained probe in that gap.
122	025	4	000/007/020/025/122	opt	discard	0.214400	-0.009700	Symmetrize Muon aspect-ratio LR scaling from max(1,n_out/n_in)^0.5 to (max_dim/min_dim)^0.5: c_proj (768×3072) goes from 1.0× to 2.0× LR, matching c_fc. With NorMuon Frobenius≈sqrt(min_dim), c_proj had half the per-element update of c_fc/attention; this equalizes all matrix shapes. Rebased to clean exp_025.
123	025	4	000/007/020/025/123	arch	discard	0.198900	-0.025200	Add dynamic residual hyperconnection gate: Linear(24, n_layer)=288 params maps first 24 features of initial token embedding to per-token per-layer residual scaling adjustments. x = (resid_lambdas[i] + 0.1*tanh(gate[:,i])) * x + x0_lambdas[i]*x0. Zero-init → pure exp_025 behavior at t=0; model learns per-token dynamic residual strength over 27K steps. Inspired by DeepSeek Hyper-Connections (arXiv:2409.19606) and modded-nanogpt Record 73. Removed pair_lambdas (Record 74 eliminated post-attn lambdas). Gates computed once from post-smear embedding x0, cheap (24→12 linear), routed to AdamW.
124	025	4	000/007/020/025/124	data	discard	0.196000	-0.028100	FIFO crop fallback: replace O(n) 'crop shortest' with O(1) doc_buffer.pop(0) when no doc fits in remaining space. Avoids systematic length bias where only shortest docs are sacrificed, which gradually skews the active buffer toward longer documents and homogenizes length distributions within sequences. Rebased clean from exp_025.
125	025	4	000/007/020/025/125	sys	discard	0.207600	-0.016500	Revert compile mode from max-autotune-no-cudagraphs back to default (matching exp_025), plus add allow_bf16_reduced_precision_reduction=False: forces FP32 inter-CTA reductions in BF16 GEMMs on GPU, giving more precise gradients at ~1-2% speed cost.
126	025	4	000/007/020/025/126	sched	discard	0.205400	-0.018700	Cosine-shaped Muon momentum warmdown (0.97→0.90) instead of linear: stays near 0.97 longer in early warmdown (when LR is still moderate), then drops more steeply near end (when LR ~5-30%). Same endpoints as current linear, different concentration of momentum reduction. Rationale: linear decays momentum too early when LR is still productive; cosine keeps gradient smoothing high during moderate-LR warmdown then allows precise convergence at near-zero LR. Pure get_muon_momentum code change on clean exp_025 base (ratio=130).
127	025	4	000/007/020/025/127	opt	discard	0.196400	-0.027700	Fix NorMuon variance direction for wide matrices (c_proj 768×3072): switch second_momentum_buffer from per-column (1×3072 scales) to per-row (768×1 scales) in both MuonAdamW and DistMuonAdamW, matching the NorMuon paper's per-output-neuron (row-wise) design. Rebased to clean exp_025.
128	025	4	000/007/020/025/128	arch	discard	0.206800	-0.017300	Add bigram hash embeddings (table=8192, inject into x before x0=x): (prev_tok, curr_tok) hashed to 8192-entry learned table, RMS-normed and added with single learnable scale (bigram_scale, zero-init). Injecting before x0 lets bigram propagate through all 12 layers via x0_lambdas—avoiding the per-layer zero-init deadlock of exp_104 (table=4096, per-layer scales). 2× larger table reduces collisions. exp_104 scored 0.2221 (Δ=-0.002); cleaner injection + larger table should close the gap.
129	025	4	000/007/020/025/129	sched	discard	0.208700	-0.015400	Fine-grained warmdown-ratio search: 0.65→0.67 on clean exp_025 base (linear Muon warmdown restored, ratio=130). exp_098 showed warmdown=0.70 was only -0.0018 from best (0.2223 vs 0.2241) — unexplored midpoint 0.67 sits between the two closest data points.
130	025	4	000/007/020/025/130	data	discard	0.207100	-0.017000	Revert FIFO crop regression from exp_124: restore exp_025's crop-shortest strategy (min buffer doc by length) instead of doc_buffer.pop(0). FIFO hurt −0.028 vs exp_025 baseline (0.1960 vs 0.2241); current workdir was left with that harmful change. This revert restores the known-good dataloader state.
131	025	4	000/007/020/025/131	opt	discard	0.217200	-0.006900	Combine two near-best opt discards on clean exp_025 base: (1) value_embeds LR 0.5×→1.0× embedding_lr (exp_084: 0.2204, -0.004); (2) NorMuon beta2 0.9→0.95 (exp_068: 0.2207, -0.003). Both individually within noise floor ~0.005. Orthogonal changes (LR vs variance-adaptation rate); if each truly contributes ~+0.003, combination should push to ~0.2247+.
132	025	4	000/007/020/025/132	sys	discard	0.213300	-0.010800	Enable torch._inductor.config.coordinate_descent_tuning=True on clean exp_025 base (rebase clears harmful allow_bf16_reduced_precision_reduction=False from exp_125): benchmarks Triton tile configs (block_m/n/k, num_warps, num_stages) for d12's specific matrix shapes (768x3072, 3072x768, 768x2304) on GPU once, then trains with optimal kernel configs. Savings ~5-15% throughput; subtly different BF16 accumulation paths may marginally affect convergence.
133	025	4	000/007/020/025/133	arch	discard	0.209400	-0.014700	Bigram hash embedding (4096-entry table, per-layer injection): precompute (prev_tok, curr_tok) hash idx once, RMS-norm the lookup, then inject into the residual at each of 12 layers with per-layer learnable scales (bigram_scales, init=0 → exact no-op at start). Efficient: single embedding lookup + norm, 12 cheap scalar mults. Bigram excluded from scaling law (uses transformer_matrices + lm_head only). Rebased clean to exp_025. exp_104 tried per-layer bigram and scored 0.2221 (-0.002); exp_128 changed to single-scale global injection and scored 0.2068 (-0.017) — per-layer flexibility is key.
134	025	4	000/007/020/025/134	sched	discard	0.196500	-0.027600	Combine warmdown=0.70 (exp_098, 0.2223, −0.0018) + linear WD decay (exp_093, 0.2207, −0.0034) on clean exp_025 base: the two closest-to-best sched discards, untested together. Linear WD gives ~67% more regularization at 75% of training (0.25× vs 0.15× of peak WD for cosine), directly benefiting the extended 70% warmdown phase where regularization matters most.
135	025	4	000/007/020/025/135	data	discard	0.201700	-0.022400	Append BOS at the end of every document (append=bos_token in refill_buffer): each document becomes [BOS, text..., BOS], creating explicit double-BOS boundary signals [BOS, doc1..., BOS, BOS, doc2..., BOS, BOS,...]. Model learns clearer end-of-document segmentation. Genuinely untried — all prior experiments used prepend-only BOS.
136	025	4	000/007/020/025/136	opt	discard	0.212600	-0.011500	Blockwise Muon: give AttnQK (c_q, c_k) an 0.8× LR multiplier vs standard 1.0× for AttnVO (c_v, c_proj_attn) and MLP. Q and K interact bidirectionally through attention scores (grad_Q depends on K and vice versa), creating coupling that benefits from conservative updates. V, O, and MLP matrices have more independent gradient paths. Motivated by IEEE 2025 Blockwise Muon paper. Rebased clean to exp_025.
137	025	4	000/007/020/025/137	arch	discard	0.210400	-0.013700	head_dim=64 (n_head=12) + principled QK scale adjustment: replace hardcoded 1.2 with `1.2*(128/head_dim)^0.25=1.427`. After QK-norm, dot-product std ≈ √head_dim, so with head_dim=64 and scale=1.2 max logits are ~11.5 (well below softcap=15), but with the adjusted scale ~16.3 (matching baseline head_dim=128 regime). exp_063 (head_dim=64, scale=1.2) scored 0.2179 (Δ=-0.006); the unadjusted scale left attention in a softer regime. This scale fix restores the same softcap-engagement as the baseline.
138	025	4	000/007/020/025/138	sys	train_budget_overrun			Enable PyTorch's built-in cuDNN SDPA backend on GPU (disable Flash SDP): cuDNN 9.x on GPU (GPU) uses hardware-native attention with FP32 partial-sum accumulation vs FlashAttention 2's BF16 partials. No remote downloads needed (unlike FA3). Rebased to clean exp_025; only change is torch.backends.cuda.enable_cudnn_sdp(True) + enable_flash_sdp(False) after compute_init.
139	025	4	000/007/020/025/139	sched	discard	0.221900	-0.002200	Increase AdamW β₂ linearly toward 0.999 during warmdown on clean exp_025 base (cosine WD restored, warmdown=0.65): arXiv:2508.01483 shows higher AdamW second-moment decay during cooldown consistently improves performance. Current groups use β₂=0.95–0.996; lm_head (0.96→0.999) and scalar groups (0.95→0.999) see largest change, smoothing step sizes as LR anneals over the 65% warmdown phase.
140	025	4	000/007/020/025/140	opt	discard	0.208200	-0.015900	Reduce Muon NorMuon beta2 from 0.9→0.85 on clean exp_025 base (window=L, ratio=130): faster adaptation of per-neuron variance estimates. All prior beta2 experiments went upward (exp_068: 0.9→0.95, discard -0.0034). Lower beta2 has never been tried — more responsive normalization may improve per-step quality over the ~27K-step run.
141	025	4	000/007/020/025/141	data	discard	0.210900	-0.013200	Revert harmful append=bos_token regression from exp_135 (0.2017, Δ=-0.022): remove the `append=bos_token` kwarg from tokenizer.encode() in refill_buffer, restoring exact exp_025 dataloader (prepend-only BOS). This is the only source-code difference vs exp_025 snapshot. All 20+ prior data experiments discarded; clean baseline is best-known for data domain.
142	025	4	000/007/020/025/142	sys	discard	0.206900	-0.017200	Fix PYTORCH_ALLOC_CONF typo → PYTORCH_CUDA_ALLOC_CONF: since baseline, expandable_segments:True was set under the wrong env var, so the CUDA caching allocator never got it. Fix applies actual expandable_segments to GPU memory management, reducing fragmentation overhead over 27K steps.
143	025	4	000/007/020/025/143	arch	train_budget_overrun			Differential Attention (DIFF Transformer, arXiv:2410.05258 ICLR 2025): split Q,K each into two D//2=64 halves, compute y1=attn(Q1,K1,V) and y2=attn(Q2,K2,V) with same full-dim V, output y=y1-λ*y2. ISO-parameter (same c_q/c_k projections) and ISO-FLOP (two half-dim maps = one full-dim map). Per-head λ initialized per paper formula (0.20→0.67 across heads), trained with AdamW. Cancels common-mode attention noise, letting each head focus on differential signal. On clean exp_025 base (window=L, ratio=130, head_dim=128).
144	025	4	000/007/020/025/144	sched	discard	0.202100	-0.022000	Raise Muon momentum peak from 0.97→0.98 on clean exp_025 base (window=L, ratio=130): empirical trend shows 0.97>0.95 (exp_089, −0.010), testing if 0.98 continues the improvement. Peak 0.98 gives effective memory window 1/(1−0.98)=50 steps vs 33 at 0.97, providing stronger gradient-direction averaging. Warmdown endpoint stays at 0.90 (empirically best); warmup updated to 0.85→0.98 over 400 steps.
145	025	4	000/007/020/025/145	opt	discard	0.212000	-0.012100	Raise --embedding-lr from 0.3→0.4 (+33%) on clean exp_025 base (window=L, ratio=130, 0.2241): the wte input embedding and value_embeds (at 0.5× embedding_lr) have never had their LR tuned across all 25+ opt experiments. Higher embedding LR could accelerate token representation learning — the embedding is the input interface to all 12 transformer layers and its gradient signal compounds through the entire network.
146	025	4	000/007/020/025/146	data	discard	0.209600	-0.014500	Round-robin multi-file interleaving in _document_batches: instead of exhausting one parquet file before the next, read one RG from each file in turn, cycling across all ~168 training shards. At ratio=130 (~1.4 epochs), every buffer fill draws from many corpus sections simultaneously, eliminating long-range within-file correlations. Different from exp_069 (staggered start-file per rank but sequential within) and exp_100 (shuffled RG order within one file).
147	025	4	000/007/020/025/147	arch	train_budget_overrun			Differential Attention (DIFF Transformer ICLR 2025): split Q,K into halves (D//2=64), batch both groups into ONE flash_attn call (2H=12 half-dim heads, v duplicated) to avoid 2× kernel-launch overhead that caused exp_143 timeout. y=y1-λ*y2, per-head λ initialized 0.20→0.67 (paper formula), trained with AdamW. ISO-parameter, effectively ISO-FLOP. On clean exp_025 base (window=L, ratio=130, head_dim=128).
148	025	4	000/007/020/025/148	sched	discard	0.207400	-0.016700	Targeted AdamW β₂ ramp in last 10% of training only (step 90%→100%), from initial values (0.95–0.996) linearly to 0.999. exp_139 tried this over the full 65% warmdown (step 35%→100%) and got −0.002 within noise. Concentrating the increase in the final ~2700 steps (where LR is 5–15% of peak) is more targeted: at very low LR, gradient fluctuations dominate second-moment updates, making a slower EMA (higher β₂) most valuable. Clean rebase from exp_025.
149	025	4	000/007/020/025/149	opt	discard	0.208000	-0.016100	Reduce Muon Polar Express ns_steps from 5→4 on clean exp_025 base (window=L, ratio=130): with 4 iterations SVs converge to ~99% of unit vs 99.9% with 5, preserving more gradient SV structure so dominant directions get proportionally stronger updates. Opposite direction from failed exp_049 (5→7 was worse; 5→4 is unexplored).
150	025	4	000/007/020/025/150	sys	discard	0.203000	-0.021100	Add fullgraph=True to torch.compile(model) in base_train.py: forward is fully traceable (all conditionals are compile-time constants with dynamic=False), matching the existing compilation style of adamw_step_fused and muon_step_fused (both already use fullgraph=True). Eliminates any hidden graph breaks in the model forward, enabling better cross-op kernel fusion and consistent single-graph compilation of model + optimizer.
151	025	4	000/007/020/025/151	data	discard	0.196000	-0.028100	Paragraph splitting for long documents before BOS-bestfit packing: documents >7000 chars (~2100 tokens at 3.3 ch/tok) are split at \\n\\n boundaries into semantically complete paragraphs (each ≥300 chars), each treated as an independent BOS-prefixed document. Recovers tail content from long documents otherwise discarded by best-fit cropping, while keeping splits at natural paragraph boundaries (not arbitrary byte-level cuts like exp_060/135).
152	025	4	000/007/020/025/152	arch	discard	0.196900	-0.027200	Add V-norm (normalize value vectors to unit RMS per head after VE mixing, before attention): Q and K are already normalized; V-norm completes QKV normalization, decouples attention output scale from c_v init, and makes each head output ≈ unit-scale (attn weights sum to 1, each v is unit RMS). Zero extra params, negligible compute. Motivated by HybridNorm / QKV-norm literature (2025).
153	025	4	000/007/020/025/153	sched	discard	0.210300	-0.013800	Raise Muon momentum warmdown endpoint from 0.90→0.93 on clean exp_025 base (window=L, ratio=130): prior data — 0.85=-0.022, 0.90=best(0.2241), 0.97_const=-0.014 — shows a valley at 0.90. 0.93 (less reduction, 0.04 delta vs 0.07) is the only untested point in the less-penalized direction. Single-line code change in get_muon_momentum.
154	025	4	000/007/020/025/154	opt	discard	0.207700	-0.016400	Set resid_lambdas weight_decay from 0.05→0.0 on clean exp_025 base: resid_lambdas initialize at 1.05-1.15 but AdamW WD decays toward 0, creating a bias below true optimum (at optimum the gradient≈0 so WD is uncontested). Removing WD lets them converge to their true optimal values.
155	025	4	000/007/020/025/155	data	discard	0.201300	-0.022800	Revert exp_151 paragraph splitting (hurt −0.028) and reduce best-fit buffer_size from 1000→100: smaller buffer means docs in each batch come from a narrower corpus window (~100K vs ~2M chars), creating more locally-coherent gradient signal. Observed pattern: buffer 1000→2000 gave −0.025 (exp_056), consistent with larger buffer = more temporal mixing = noisier gradients. Going below 1000 for the first time to test the opposite direction.
156	025	4	000/007/020/025/156	arch	keep	0.224400	+0.000300	Add learnable logit_bias (32768 params, zero-init) applied after lm_head before softcap, on clean exp_025 base (V-norm from exp_152 removed). Decouples unigram token prior from residual stream: model can learn to suppress rare/never-seen tokens without wasting a residual direction on base-rate distribution. Inspired by modded-nanogpt speedrun 'logit shift' technique. Training duration unchanged (excluded from scaling_params like VE).
161	156	5	000/007/020/025/156/161	arch	discard	0.198500	-0.025900	Add learnable per-feature output norm scale (ln_f_scale, 768 params, ones-init) applied after final RMSNorm before lm_head. Targeted variant of exp_072 (all-norms, −0.012): output norm is the only site where a learnable scale adds expressiveness without competing with attention QK dynamics or MLP c_fc gradients. Gives lm_head a direct 'feature importance' gradient path that AdamW on lm_head weights alone cannot provide as efficiently.
162	156	5	000/007/020/025/156/162	arch	preflight_crash			Add learnable per-layer attention temperature (qk_scale, 12 params, init=1.2) in CausalSelfAttention: replace hardcoded q*1.2/k*1.2 with learned per-layer scalar. Routed to AdamW (not Muon) at lr=0.01. Each layer learns its optimal attention sharpness; earlier layers may soften while later layers sharpen. exp_036 tried per-head per-layer (72 params, -0.024) — this is 6x more constrained and more stable.
163	156	5	000/007/020/025/156/163	sys	train_budget_overrun			Skip all intermediate val_bpb (eval-every=-1) and CORE evals (core-metric-every=99999, final still triggers via last_step) to reclaim ~20 min of eval overhead at ratio=130, redirecting that budget to 42% more training tokens (ratio 130→185). On exp_156 base (logit_bias). Estimated: 81.8 min pure training + 1 min final CORE ≈ 83 min total.
165	156	5	000/007/020/025/156/165	opt	discard	0.218800	-0.005600	Raise logit_bias LR from 0.008 (unembedding_lr) to 0.04 and beta2 from 0.96 to 0.99 on exp_156 base: logit_bias targets the near-stationary log-unigram prior, so 5x faster LR lets it converge early and free residual capacity for the conditional distribution; smoother beta2=0.99 gives well-calibrated steps throughout.
166	156	5	000/007/020/025/156/166	data	discard	0.205500	-0.018900	Increase BOS-bestfit buffer_size 1000→4000 on clean exp_156 base: 4× more candidates dramatically increases probability of finding a short doc to fill small remaining row slots, reducing the ~35% token crop rate. More complete documents seen per step improves training signal quality. CPU overhead stays well below GPU step time (~20ms vs ~170ms/step). Previous buffer tests (exp_155 buf=100, exp_160 buf=1000) were on a dirty baseline; this is the first clean test at 4000.
